serverTimestamp,day_part_x,user_id,numberRating,highestRating,lowestRating,medianRating,sdRating,numberLowRating,numberMediumRating,numberHighRating,numberMessageReceived,numberMessageRead,readAllMessage,reward,timestamp,day_part_y,action,message,day_part_numeric
2020-10-15,1.0,EIIN5TJN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2020-10-15 09:01:32.106540,afternoon,1.0,It’s great that you are making time for yourself to improve your mood!,1.0
2020-11-12,0.0,52ZDCXWHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2020-11-12 09:01:16.09918,morning,1.0,Good that you are still rating your mood on a regular basis! Keep up the good work!,0.0
2020-10-04,1.0,3V4DOHJGU1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2020-10-04 13:01:24.8573435,afternoon,1.0,It,1.0
2020-12-11,2.0,J8DNLLHU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2020-12-11 20:01:33.0494566,evening,2.0,You are good to be good about your mood!,2.0
2020-11-15,2.0,ZH21NWAEG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2020-11-15 09:01:08.981345,evening,2.0,It,2.0
2020-12-25,2.0,A5A7S49XE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2020-12-25 09:01:39.188054,evening,1.0,It,2.0
2020-10-31,1.0,KHETR7PR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2020-10-31 20:01:09.83469,afternoon,1.0,It,1.0
2020-10-26,1.0,ICCG792X3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2020-10-26 13:01:11.458937,afternoon,1.0,It,1.0
2020-12-27,0.0,TAYH16HG4Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2020-12-27 20:01:37.197584,morning,1.0,It’s good to keep track of what pleasant activities you do and how your mood is.,0.0
2020-11-03,2.0,H0X4AYZDJZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2020-11-03 20:01:38.539686,evening,1.0,Do not forget to set a reminder in order to not forget about your scheduled pleasant activities.,2.0
2020-10-22,0.0,IMVILP18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2020-10-22 13:01:21.858075,afternoon,1.0,Good that you are still rating your mood on a regular basis! Keep up the good work!,0.0
2020-11-21,0.0,G2MH1GR7X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2020-11-21 09:01:34.97924,morning,1.0,It,0.0
2021-01-05,2.0,YQXJGMWJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2021-01-05 13:01:12.437909,evening,2.0,Do you know what pleasant activities to do and how to do? You can always check your notes on the website.,2.0
2020-10-22,1.0,SGBPPIU9Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2020-10-22 13:01:40.591476,afternoon,1.0,Good that you are still rating your mood on a regular basis! Keep up the good work!,1.0
2020-10-23,1.0,ZRI2O890J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2020-10-23 20:01:19.404524,afternoon,1.0,It,1.0
